0,0.0
1,1.0
2,1.0
5,0.0
6,0.0
8,1.0
10,1.0
12,0.0
14,1.0
15,1.0
17,0.0
18,1.0
20,0.0
21,0.0
22,1.0
27,0.0
30,0.0
31,1.0
34,0.0
35,0.0
37,0.0
38,1.0
39,1.0
40,1.0
45,0.0
46,0.0
48,0.0
49,1.0
50,0.0
51,0.0
52,1.0
54,0.0
55,0.0
60,0.0
62,0.0
64,0.0
65,0.0
66,1.0
68,1.0
71,1.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,1.0
81,0.0
85,1.0
89,0.0
90,0.0
92,0.0
96,0.0
97,0.0
100,1.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
107,0.0
108,0.0
109,1.0
113,1.0
116,0.0
118,0.0
122,0.0
124,0.0
127,0.0
132,1.0
133,1.0
140,1.0
141,1.0
142,1.0
144,0.0
145,0.0
150,0.0
154,0.0
155,0.0
156,1.0
157,0.0
158,0.0
159,0.0
161,1.0
162,0.0
165,0.0
167,1.0
170,0.0
171,0.0
172,1.0
173,0.0
175,0.0
178,0.0
179,0.0
181,0.0
185,0.0
187,0.0
188,0.0
190,1.0
193,0.0
194,1.0
196,0.0
198,1.0
200,0.0
202,0.0
204,0.0
205,1.0
206,0.0
208,1.0
210,0.0
211,1.0
214,0.0
215,1.0
218,1.0
220,0.0
222,0.0
223,0.0
229,1.0
230,1.0
231,0.0
233,1.0
235,1.0
236,0.0
238,0.0
239,0.0
240,1.0
241,1.0
242,0.0
243,0.0
245,0.0
247,1.0
249,0.0
250,0.0
251,1.0
252,0.0
253,0.0
255,1.0
258,1.0
261,0.0
262,0.0
263,0.0
264,1.0
266,0.0
267,0.0
268,1.0
270,0.0
271,0.0
272,1.0
278,0.0
279,1.0
283,0.0
285,0.0
293,1.0
294,0.0
298,0.0
299,1.0
301,0.0
302,0.0
303,1.0
304,0.0
306,1.0
308,0.0
309,1.0
310,1.0
311,1.0
312,1.0
313,0.0
315,1.0
316,1.0
317,0.0
318,1.0
319,1.0
320,0.0
327,1.0
331,0.0
333,0.0
334,1.0
337,1.0
338,0.0
342,0.0
344,0.0
345,1.0
346,1.0
350,0.0
351,0.0
352,0.0
354,0.0
356,1.0
358,1.0
361,0.0
362,1.0
363,0.0
364,0.0
366,1.0
367,1.0
372,0.0
374,1.0
375,1.0
378,0.0
379,0.0
380,1.0
382,0.0
384,0.0
386,0.0
389,1.0
390,0.0
391,0.0
392,0.0
395,0.0
397,0.0
399,1.0
401,0.0
402,1.0
403,0.0
406,0.0
408,0.0
409,1.0
412,1.0
413,0.0
416,1.0
418,0.0
420,0.0
422,0.0
424,0.0
425,0.0
428,0.0
432,1.0
434,0.0
436,1.0
439,0.0
440,1.0
441,0.0
443,1.0
447,0.0
451,0.0
452,0.0
453,0.0
456,0.0
457,1.0
458,1.0
460,0.0
462,0.0
465,0.0
467,0.0
471,0.0
474,1.0
475,0.0
476,0.0
477,0.0
479,1.0
481,0.0
482,0.0
483,1.0
484,0.0
485,1.0
487,0.0
489,0.0
491,0.0
492,0.0
493,0.0
494,0.0
495,0.0
496,1.0
500,0.0
501,1.0
503,1.0
505,0.0
506,1.0
511,0.0
513,1.0
516,1.0
518,1.0
519,0.0
520,1.0
521,0.0
522,0.0
523,1.0
524,0.0
526,1.0
527,0.0
529,0.0
530,1.0
531,0.0
532,0.0
533,1.0
535,1.0
538,0.0
542,1.0
545,0.0
549,0.0
553,0.0
557,0.0
558,1.0
561,0.0
563,0.0
564,1.0
566,0.0
567,1.0
570,0.0
572,0.0
573,1.0
578,1.0
580,1.0
583,0.0
585,1.0
587,0.0
588,0.0
592,0.0
596,1.0
597,0.0
603,0.0
609,1.0
612,1.0
614,0.0
615,1.0
618,1.0
619,0.0
620,0.0
625,0.0
626,0.0
627,1.0
631,0.0
632,0.0
634,1.0
635,1.0
638,1.0
642,1.0
643,0.0
644,1.0
646,0.0
647,0.0
648,0.0
650,0.0
652,0.0
653,1.0
654,1.0
655,0.0
656,0.0
657,1.0
658,0.0
666,0.0
669,1.0
671,0.0
672,0.0
674,0.0
676,0.0
678,1.0
680,1.0
681,0.0
683,0.0
686,0.0
688,0.0
693,0.0
694,0.0
695,0.0
698,0.0
700,1.0
701,0.0
704,0.0
706,1.0
708,1.0
710,1.0
712,0.0
713,0.0
715,0.0
718,0.0
720,1.0
722,0.0
724,0.0
725,0.0
726,1.0
727,1.0
728,0.0
731,0.0
735,0.0
738,0.0
740,0.0
742,1.0
744,0.0
750,1.0
752,0.0
753,0.0
760,0.0
761,0.0
762,0.0
764,0.0
766,0.0
768,0.0
769,0.0
771,0.0
778,0.0
780,1.0
782,0.0
784,0.0
785,0.0
786,1.0
787,0.0
788,0.0
796,1.0
799,1.0
800,0.0
803,0.0
806,0.0
807,1.0
808,0.0
810,0.0
811,0.0
813,1.0
815,0.0
816,1.0
817,0.0
818,0.0
819,0.0
820,1.0
822,0.0
823,1.0
825,0.0
827,0.0
832,0.0
833,0.0
837,0.0
838,0.0
839,0.0
841,0.0
843,0.0
848,0.0
851,0.0
852,1.0
857,0.0
859,0.0
862,1.0
864,0.0
866,1.0
870,0.0
875,1.0
876,0.0
877,0.0
878,0.0
880,1.0
881,0.0
882,1.0
883,0.0
885,1.0
886,0.0
887,1.0
889,0.0
890,0.0
